"lon","lat"
-73.9441579,40.6781784
-120.5542012,43.8041334
-74.0059728,40.7127753
-79.3831843,43.653226
-79.3831843,43.653226
-77.0368707,38.9071923
-77.0368707,38.9071923
-92.0198427,30.2240897
-81.6943605,41.49932
-81.6943605,41.49932
-74.0059728,40.7127753
-74.0059728,40.7127753
-74.0059728,40.7127753
-74.0059728,40.7127753
-74.0059728,40.7127753
-121.4943996,38.5815719
-78.6381787,35.7795897
-115.1398296,36.1699412
-80.4549026,38.5976262
-106.346771,56.130366
-96.7969879,32.7766642
-95.3698028,29.7604267
-77.1945247,41.2033216
-119.6981901,34.4208305
-71.1367953,42.6583356
-85.6023643,44.3148443
-122.2913078,37.8271784
-2.13125,49.214439
-2.13125,49.214439
-2.13125,49.214439
-2.13125,49.214439
-87.6297982,41.8781136
-117.8370968,33.6446621
-119.7889248,36.9915398
-86.7816016,36.1626638
-95.6291268,37.0329119
-91.1871466,30.4514677
-91.1871466,30.4514677
-88.8183872,33.4503998
-88.8183872,33.4503998
-88.8183872,33.4503998
-88.8183872,33.4503998
-88.1535352,41.7508391
-88.7878678,43.7844397
-88.7878678,43.7844397
133.775136,-25.274398
-90.6629047,38.582831
-88.7878678,43.7844397
-82.907123,40.4172871
-113.4909267,53.544389
-113.4909267,53.544389
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-71.8022934,42.2625932
-97.7430608,30.267153
-86.158068,39.768403
-122.3320708,47.6062095
-122.3320708,47.6062095
-95.5507771,30.7235263
-93.0899578,44.9537029
-92.2243153,34.8150907
-111.9260519,33.4941704
-122.3320708,47.6062095
-122.2585399,37.8718992
-90.0715323,29.9510658
-97.1383744,49.895136
-97.1383744,49.895136
-122.3320708,47.6062095
-122.3320708,47.6062095
-73.9441579,40.6781784
-84.4821719,42.701848
-117.8495502,33.6782691
-115.1398296,36.1699412
-82.4734787,36.2942722
-91.1871466,30.4514677
-97.1330683,33.2148412
-80.5495112,34.9854275
-118.430206,34.002975
-97.330053,37.6871761
-99.9018131,31.9685988
-95.712891,37.09024
-87.6069894,41.6008681
-87.6069894,41.6008681
-69.4454689,45.253783
-93.7501789,32.5251516
133.775136,-25.274398
-111.0937311,34.0489281
-121.6555013,36.6777372
-77.7905339,35.9382103
-77.7905339,35.9382103
-83.5711385,35.8036479
-84.5588311,38.2097967
-90.0715323,29.9510658
-82.3688078,40.7739051
-103.4033685,20.6626197
-90.1994042,38.6270025
-97.7625441,35.5067215
-81.5157535,27.6648274
-81.5157535,27.6648274
-94.591352,38.9992733
-94.591352,38.9992733
-94.591352,38.9992733
-82.2332144,40.6353382
-77.0368707,38.9071923
-81.3792365,28.5383355
-82.9987942,39.9611755
-82.9987942,39.9611755
